EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
517619,HOPKINS CO.,BEULAH,06/04/2014,1824,Funnel Cloud, , ,0,0,0,0,KY,CST-6, ,85727,C,107,PAH,0,0,Trained Spotter, , , ,0,NNE,0,NNE,BEULAH,06/04/2014,1824,37.27,-87.68,37.27,-87.68,"","Thunderstorms intensified along and ahead of a cold front as it pushed south across the Lower Ohio Valley. A very unstable air mass fueled intense thunderstorm development during the late afternoon hours. The initial activity included storms that were discrete and supercellular in nature, with damaging winds and a couple of tornadoes. As storm coverage increased during the evening, the storms merged and evolved into a forward propagating mesoscale convective system across southern parts of western Kentucky. The slow southward movement of the storms resulted in very intense rainfall rates and local flooding. The storms were located within a very moist air mass, with precipitable water values from 1.5 to 1.8 inches.",165
511623,WARREN CO.,BARREN RIVER,06/04/2014,1825,Funnel Cloud, , ,0,0,0,0,KY,CST-6, ,84706,C,227,LMK,0,0,Trained Spotter, , , ,1,SSE,1,SSE,BARREN RIVER,06/04/2014,1825,37.0327,-86.5084,37.0327,-86.5084,"A spotter reported a wall cloud and a descending funnel associated with a supercell that later brought wind damage to the northern side of Bowling Green.","A shortwave moved across the western Great Lakes within a northwesterly 500mb flow regime that also affected the Lower Ohio Valley June 5. During the afternoon hours, a broken line of storms developed across southern Illinois and moved southeast across western and west central Kentucky. This line had several breaks with brief supercell structures that exhibited rotation. Several of these storms produced weak tornadoes across western Kentucky, as well as some scattered wind damage and funnel cloud reports near the Bowling Green area. A second small area of thunderstorms brought isolated severe wind gusts and minor flooding across the western Bluegrass Region.",166
517620,HOPKINS CO.,BEULAH,06/04/2014,1848,Funnel Cloud, , ,0,0,0,0,KY,CST-6, ,85727,C,107,PAH,0,0,Law Enforcement, , , ,0,NNE,0,NNE,BEULAH,06/04/2014,1848,37.27,-87.68,37.27,-87.68,"A second funnel cloud associated with a second storm was observed near Beulah.","Thunderstorms intensified along and ahead of a cold front as it pushed south across the Lower Ohio Valley. A very unstable air mass fueled intense thunderstorm development during the late afternoon hours. The initial activity included storms that were discrete and supercellular in nature, with damaging winds and a couple of tornadoes. As storm coverage increased during the evening, the storms merged and evolved into a forward propagating mesoscale convective system across southern parts of western Kentucky. The slow southward movement of the storms resulted in very intense rainfall rates and local flooding. The storms were located within a very moist air mass, with precipitable water values from 1.5 to 1.8 inches.",167
517621,HOPKINS CO.,DAWSON SPGS,06/04/2014,1903,Funnel Cloud, , ,0,0,0,0,KY,CST-6, ,85727,C,107,PAH,0,0,Law Enforcement, , , ,3,NE,3,NE,DAWSON SPGS,06/04/2014,1903,37.2007,-87.6615,37.2007,-87.6615,"","Thunderstorms intensified along and ahead of a cold front as it pushed south across the Lower Ohio Valley. A very unstable air mass fueled intense thunderstorm development during the late afternoon hours. The initial activity included storms that were discrete and supercellular in nature, with damaging winds and a couple of tornadoes. As storm coverage increased during the evening, the storms merged and evolved into a forward propagating mesoscale convective system across southern parts of western Kentucky. The slow southward movement of the storms resulted in very intense rainfall rates and local flooding. The storms were located within a very moist air mass, with precipitable water values from 1.5 to 1.8 inches.",168
517622,HOPKINS CO.,NORTONVILLE,06/04/2014,1923,Funnel Cloud, , ,0,0,0,0,KY,CST-6, ,85727,C,107,PAH,0,0,Trained Spotter, , , ,0,SE,0,SE,NORTONVILLE,06/04/2014,1923,37.2,-87.47,37.2,-87.47,"","Thunderstorms intensified along and ahead of a cold front as it pushed south across the Lower Ohio Valley. A very unstable air mass fueled intense thunderstorm development during the late afternoon hours. The initial activity included storms that were discrete and supercellular in nature, with damaging winds and a couple of tornadoes. As storm coverage increased during the evening, the storms merged and evolved into a forward propagating mesoscale convective system across southern parts of western Kentucky. The slow southward movement of the storms resulted in very intense rainfall rates and local flooding. The storms were located within a very moist air mass, with precipitable water values from 1.5 to 1.8 inches.",169
520103,FULTON CO.,TYLER,06/07/2014,1348,Tornado, ,EF1,0,0,10000,0,KY,CST-6, ,86143,C,75,PAH,0,0,NWS Storm Survey, ,3.02,200,9,WNW,7,WNW,TYLER,06/07/2014,1400,36.5565,-89.4974,36.5218,-89.4644,"The tornado touched down in the New Madrid bend area of western Fulton County. The New Madrid bend is a bend in the Mississippi River that carves out a plot of land in Fulton County that is not contiguous with the remainder of Fulton County. Hundreds of trees were snapped. Corn fields were flattened. Due to the rural nature of the area, no structures were impacted. Peak winds were estimated near 110 mph. The tornado continued southeast across the Mississippi River into extreme southeast New Madrid County, Missouri near Donaldson Point.","Thunderstorms formed along and ahead of a cold front that extended south from a low pressure center near St. Louis. A couple of intensifying clusters of thunderstorms with embedded supercells tracked east-southeast into a strongly unstable air mass. One embedded supercell tracked across the southwest corner of Kentucky with strong rotation, and a tornado was produced as it crossed the Mississippi River. Another cluster of storms produced a macroburst that tracked 26 miles across the Mayfield and Murray areas. Moderately strong deep-layer wind shear coupled with surface dew points in the lower 70's provided a favorable environment for the severe activity.",170
520101,BALLARD CO.,LA CENTER,06/10/2014,1735,Funnel Cloud, , ,0,0,0,0,KY,CST-6, ,86141,C,7,PAH,0,0,Trained Spotter, , , ,5,SE,5,SE,LA CENTER,06/10/2014,1735,37.0188,-88.9159,37.0188,-88.9159,"A trained spotter observed a funnel cloud. This cold-air funnel cloud was associated with a shower or weak thunderstorm. These types of funnel clouds are usually very brief and rarely touch the ground.","Clusters of showers and weak thunderstorms formed just east of a surface low pressure center over southeast Missouri. The parent 500 mb low was also centered over Missouri. An isolated funnel cloud was reported with the weak convection.",171
529029,GALLATIN CO.,ETHRIDGE,07/07/2014,1840,Tornado, ,EF0,0,0,150000,0,KY,EST-5, ,87383,C,77,ILN,0,0,NWS Storm Survey, ,0.47,200,0,WNW,0,S,ETHRIDGE,07/07/2014,1842,38.7711,-84.9331,38.766,-84.9294,"A tornado touched down on Craigs Creek Lake where substantial damage occurred to a large dock near the marina entrance along US Route 42. A section of roofing and the associated supporting structure measuring approximately 75 by 75 feet was destroyed and deposited immediately to the southwest of the original location. The entire dock measured approximately 100 by 225 feet and was attached to a number of metal poles anchored into the lake bottom. These poles were approximately 6 inches in diameter and were all bent at least several degrees toward the southwest, indicating the entire structure was moved in that direction. This movement was perpendicular to the apparent storm motion at that time as ascertained from radar.||Tree damage was also observed on an island approximately 150 yards east of this dock. Several 4 to 8 inch diameter trees had fallen toward the northwest. Additional trees of similar size were also noted to be downed along the western shore of the lake near Knox Lillard Road, approximately a half mile southeast of the intersection with US Route 42. Roof covering and several concrete cinder blocks securing a patio roof were lifted from a structure along the shoreline. This material was deposited 50 to 100 feet south of the original location.||The tornado ended just before Hillandale Drive where some minor tree damage occurred along the shoreline.","An unstable airmass resulted in scattered thunderstorm development through the late afternoon and early evening hours. A few of the storms produced damaging winds, locally heavy rainfall and isolated tornadoes.",172
530359,ESTILL CO.,FOX,07/27/2014,1135,Funnel Cloud, , ,0,0,0,0,KY,EST-5, ,87812,C,65,JKL,0,0,Emergency Manager, , , ,1,N,1,N,FOX,07/27/2014,1135,37.76,-84.07,37.76,-84.07,"A funnel cloud was observed in Fox.","Widespread severe thunderstorms affected portions of eastern Kentucky on July 27th in advance of a strong cold front ushering in a fall-like air mass. Isolated storms moved across the area during the late morning hours as they moved out of Indiana and Ohio. The more significant severe weather episode occurred during the afternoon and evening hours south of the Mountain Parkway. The second round of storms began to form as warm moist air off the Gulf of Mexico moved northward and interacted with a frontal boundary that extended from south central Indiana into central Kentucky. Numerous reports of large hail between quarter and softball size were received by the weather office. The storms also blew down large numbers of trees across the area. The hardest areas were Clay, Leslie, McCreary, and Whitley counties, where numerous reports of downed trees, giant hail and even one tornado were received. The tornado occurred in Leslie county along with giant softball size hail.",173
530360,MCCREARY CO.,REVELO,07/27/2014,1432,Funnel Cloud, , ,0,0,0,0,KY,EST-5, ,87812,C,147,JKL,0,0,Emergency Manager, , , ,1,W,1,W,REVELO,07/27/2014,1432,36.68,-84.48,36.68,-84.48,"A funnel cloud was observed 3 miles south of Whitley City.","Widespread severe thunderstorms affected portions of eastern Kentucky on July 27th in advance of a strong cold front ushering in a fall-like air mass. Isolated storms moved across the area during the late morning hours as they moved out of Indiana and Ohio. The more significant severe weather episode occurred during the afternoon and evening hours south of the Mountain Parkway. The second round of storms began to form as warm moist air off the Gulf of Mexico moved northward and interacted with a frontal boundary that extended from south central Indiana into central Kentucky. Numerous reports of large hail between quarter and softball size were received by the weather office. The storms also blew down large numbers of trees across the area. The hardest areas were Clay, Leslie, McCreary, and Whitley counties, where numerous reports of downed trees, giant hail and even one tornado were received. The tornado occurred in Leslie county along with giant softball size hail.",174
530362,LESLIE CO.,HELTON,07/27/2014,1524,Tornado, ,EF1,0,0,0,0,KY,EST-5, ,87812,C,131,JKL,0,0,NWS Storm Survey, ,2,900,2,ENE,2,SSW,LEWIS CREEK,07/27/2014,1526,36.9573,-83.3506,36.9537,-83.3098,"A tornado touched down briefly in southern Leslie County visible from Highway 2009 around 424 PM on Sunday afternoon.  A consistent path up to a half mile wide of uprooted and snapped hardwood and softwood trees was observed descending down the Upper Double branch creek, crossing Highway 2009 and then ascending back up the adjacent hillside in a west-northwest to east-southeast direction. Uprooted trees damaged a cemetery but no habitable structures were damaged. Based on visible damage, maximum winds likely reached 110 mph in the tornado. The tornado touched down in a remote area and the only access was via Highway 2009, thus tornado specifics are limited to what could be observed from the road and information obtained from a local land owner.","Widespread severe thunderstorms affected portions of eastern Kentucky on July 27th in advance of a strong cold front ushering in a fall-like air mass. Isolated storms moved across the area during the late morning hours as they moved out of Indiana and Ohio. The more significant severe weather episode occurred during the afternoon and evening hours south of the Mountain Parkway. The second round of storms began to form as warm moist air off the Gulf of Mexico moved northward and interacted with a frontal boundary that extended from south central Indiana into central Kentucky. Numerous reports of large hail between quarter and softball size were received by the weather office. The storms also blew down large numbers of trees across the area. The hardest areas were Clay, Leslie, McCreary, and Whitley counties, where numerous reports of downed trees, giant hail and even one tornado were received. The tornado occurred in Leslie county along with giant softball size hail.",175
530361,MCCREARY CO.,MARSHES SIDING,07/27/2014,1605,Funnel Cloud, , ,0,0,0,0,KY,EST-5, ,87812,C,147,JKL,0,0,Trained Spotter, , , ,1,NW,1,NW,MARSHES SIDING,07/27/2014,1605,36.74,-84.48,36.74,-84.48,"A rotating funnel cloud was observed just north of Whitley City in the Marshes Siding area.","Widespread severe thunderstorms affected portions of eastern Kentucky on July 27th in advance of a strong cold front ushering in a fall-like air mass. Isolated storms moved across the area during the late morning hours as they moved out of Indiana and Ohio. The more significant severe weather episode occurred during the afternoon and evening hours south of the Mountain Parkway. The second round of storms began to form as warm moist air off the Gulf of Mexico moved northward and interacted with a frontal boundary that extended from south central Indiana into central Kentucky. Numerous reports of large hail between quarter and softball size were received by the weather office. The storms also blew down large numbers of trees across the area. The hardest areas were Clay, Leslie, McCreary, and Whitley counties, where numerous reports of downed trees, giant hail and even one tornado were received. The tornado occurred in Leslie county along with giant softball size hail.",176
525783,CHRISTIAN CO.,OAK GROVE,07/27/2014,1850,Funnel Cloud, , ,0,0,0,0,KY,CST-6, ,87099,C,47,PAH,0,0,Storm Chaser, , , ,0,N,0,N,OAK GROVE,07/27/2014,1850,36.67,-87.43,36.67,-87.43,"There were two reports of rotation and a funnel cloud, including one from a storm chaser and one from a trained spotter.","A strong storm passed through the southern Pennyrile region.",177
531674,HENDERSON CO.,NIAGARA,08/17/2014,1533,Tornado, ,EF1,0,0,40000,5000,KY,CST-6, ,88081,C,101,PAH,0,0,NWS Storm Survey, ,1.65,60,2,W,1,SW,NIAGARA,08/17/2014,1536,37.7191,-87.5226,37.7067,-87.4968,"This tornado was photographed by a sheriff's deputy and confirmed by a National Weather Service damage survey. Peak winds were estimated near 90 mph. There was minor roof and siding damage to three homes and a mobile home. Numerous large tree limbs were broken, and a couple of trees were uprooted. A large tree was down across a roadway. The path of the suction vortex was clearly evident in aerial photos of a cornfield. The tornado crossed Interstate 69, also known as the Pennyrile Parkway.","A weak low pressure system moved generally eastward across southern Missouri to the confluence of the Mississippi and Ohio Rivers. Ahead of this low, clusters of thunderstorms moved east-southeast across western Kentucky. These storms were aided by a small 500 mb shortwave trough sliding east-southeast across the Lower Ohio Valley. The storms occurred in a region of moderately strong wind shear. Winds were generally from 20 to 30 knots throughout the lower and mid levels of the atmosphere, but with strong directional shear. Rich low-level moisture was present, with surface dew points in the lower 70's. A couple of weak tornadoes occurred in this moist and moderately sheared environment.",178
531661,MUHLENBERG CO.,CENTRAL CITY,08/17/2014,1631,Tornado, ,EF0,0,0,7000,5000,KY,CST-6, ,88081,C,177,PAH,0,0,NWS Storm Survey, ,0.59,125,6,E,2,NW,PARADISE,08/17/2014,1632,37.3,-87.0154,37.296,-87.0058,"This small tornado blew down several small trees and limbs in multiple directions along County Road 1011. There were numerous reports of this brief touchdown that snapped trees and damaged a cornfield. Peak winds were estimated near 75 mph.","A weak low pressure system moved generally eastward across southern Missouri to the confluence of the Mississippi and Ohio Rivers. Ahead of this low, clusters of thunderstorms moved east-southeast across western Kentucky. These storms were aided by a small 500 mb shortwave trough sliding east-southeast across the Lower Ohio Valley. The storms occurred in a region of moderately strong wind shear. Winds were generally from 20 to 30 knots throughout the lower and mid levels of the atmosphere, but with strong directional shear. Rich low-level moisture was present, with surface dew points in the lower 70's. A couple of weak tornadoes occurred in this moist and moderately sheared environment.",179
541784,MARSHALL CO.,WALNUT GROVE,10/02/2014,2310,Tornado, ,EF1,0,0,75000,0,KY,CST-6, ,90193,C,157,PAH,0,0,NWS Storm Survey, ,0.38,125,2,W,1,W,WALNUT GROVE,10/02/2014,2311,36.8302,-88.3529,36.8326,-88.3467,"This tornado occurred on the south side of Benton. The tornado crossed the old two-lane U.S. Highway 641. Peak winds were estimated near 105 mph. A tire business was destroyed. A large portion of a block wall collapsed, and much of the roof was blown off. Two outbuildings sustained loss of roofing material and damage to a wall. Two homes had fascia, siding, and shingle damage. Two garages lost some shingles. Windows were cracked at a church. Several trees were snapped. The average path width was 110 yards.","Numerous thunderstorms preceded a cold front as it moved east across the Mississippi Valley. A 500 mb trough over the southern Plains advanced east-northeast, providing support for thunderstorm development. Isolated to scattered damaging wind gusts accompanied the well-organized line of thunderstorms. A couple of brief tornadoes accompanied the quasi-linear convective system.",180
541785,CHRISTIAN CO.,MERRITTSTOWN,10/03/2014,15,Tornado, ,EF1,0,0,35000,0,KY,CST-6, ,90193,C,47,PAH,0,0,NWS Storm Survey, ,1.36,110,1,W,0,NNE,MERRITTSTOWN,10/03/2014,17,36.8523,-87.5913,36.8563,-87.5673,"This tornado moved east-northeast, roughly paralleling Kentucky Highway 272 on the north side of the highway. The tornado removed half of the roof of a tobacco barn,  including some rafters. The only other structure damaged was a volunteer fire station, which had a large portion of its roof blown off. Several large trees were blown down. The damage path was mostly through farm fields. The average path width was 100 yards. Peak winds were estimated near 90 mph.","Numerous thunderstorms preceded a cold front as it moved east across the Mississippi Valley. A 500 mb trough over the southern Plains advanced east-northeast, providing support for thunderstorm development. Isolated to scattered damaging wind gusts accompanied the well-organized line of thunderstorms. A couple of brief tornadoes accompanied the quasi-linear convective system.",181
545840,CUMBERLAND CO.,GRIDER,10/06/2014,1702,Tornado, ,EF1,0,0,0,0,KY,CST-6, ,89483,C,57,LMK,0,0,Emergency Manager, ,0.17,100,3,NNE,3,NNE,GRIDER,10/06/2014,1703,36.8339,-85.3973,36.8345,-85.3944,"The tornado touched down briefly on a ridge top just south of the end of Dug Road,    snapping and uprooting approximately 200 trees in a 100 yard path about 2 tenths of a mile in length.  This same storm produced 2 inch hail to the north of this touchdown and later dropped a tornado in Clinton County.  No other damage was observed between this location and the Clinton County touchdown 10.75 miles east.","An unseasonably deep closed low at 500mb near Hudson's Bay brought cyclonic flow to much of the entire eastern United States, including the Lower Ohio Valley. A disturbance rotating around this large feature touched off thunderstorms during the morning and afternoon hours on the 6th of October. Freezing levels were quite low during the afternoon of the 6th, well less than 10 thousand feet. Strong mid-level winds and winds veering with height brought conditions supporting splitting storms and large hail. Several storm acquired supercell characteristics, including one long-lived supercell that brought up to 2 inch hail along a path stretching from south of Bowling Green to Lake Cumberland This storm also produced two short-lived EF1 tornadoes.",182
538978,CLINTON CO.,DESDA,10/06/2014,1713,Tornado, ,EF1,0,0,3000,0,KY,CST-6, ,89483,C,53,LMK,0,0,NWS Storm Survey, ,2.17,150,1,NNE,2,NE,AARON,10/06/2014,1717,36.842,-85.1959,36.8472,-85.1571,"The tornado touched down and skipped through a wooded area, snapping and uprooting many trees along an west to east path roughly along State Highway 127.  The only non-tree damage surveyed was to several power poles along the west side of the road. After tracking for just over 2 miles, the tornado finally lifted right over State Highway 127 on the shore of Lake Cumberland 2 miles southwest of Wolf Creek Dam.","An unseasonably deep closed low at 500mb near Hudson's Bay brought cyclonic flow to much of the entire eastern United States, including the Lower Ohio Valley. A disturbance rotating around this large feature touched off thunderstorms during the morning and afternoon hours on the 6th of October. Freezing levels were quite low during the afternoon of the 6th, well less than 10 thousand feet. Strong mid-level winds and winds veering with height brought conditions supporting splitting storms and large hail. Several storm acquired supercell characteristics, including one long-lived supercell that brought up to 2 inch hail along a path stretching from south of Bowling Green to Lake Cumberland This storm also produced two short-lived EF1 tornadoes.",183
544723,WAYNE CO.,PARNELL,10/06/2014,1830,Funnel Cloud, , ,0,0,0,0,KY,EST-5, ,90857,C,231,JKL,0,0,911 Call Center, , , ,1,W,1,W,PARNELL,10/06/2014,1830,36.87,-84.95,36.87,-84.95,"A member of the public reported seeing a funnel cloud twice as a storm passed over, though it never did touch down.","Severe thunderstorms brought down trees and dropped large hail across portions of eastern Kentucky during the afternoon and evening hours of October 6, 2014. The hail ranged in size from peas to half dollar coins.",184
539211,OLDHAM CO.,WESTPORT,10/07/2014,1350,Tornado, ,EF1,0,0,20000,0,KY,EST-5, ,89526,C,185,LMK,0,0,NWS Storm Survey, ,0.12,50,1,SSE,2,SSE,WESTPORT,10/07/2014,1351,38.4602,-85.4629,38.459,-85.4614,"A tornado touched down briefly just southeast of Westport in northern Oldham County. It stayed on the ground for only 200 yards and was 50 yards wide at its widest. It toppled two trees and snapped large limbs off of several others. It also damaged a barn and several outbuildings. Maximum estimated winds ranged from 75 to 90 mph.","A deep closed low near Hudson's Bay on October 7th brought cyclonic flow to the Lower Ohio Valley. Disturbances rotating around this feature brought several rounds of convection from late morning through the evening hours. Low freezing levels and veering and strengthening winds with height provided the ingredients for rotating storms and very large hail.  During the late morning hours, a severe convective line segment exhibiting areas of rotation moved southeast across southern Indiana, crossed the Ohio River just north of Louisville, and moved across the northern Bluegrass Region north of Frankfort and Lexington. This fast moving line of storms brought widespread wind damage and large hail to Clark County, Indiana and along its path across the northern Bluegrass. Rotation increased within this storm complex when it was north of Lexington, when it spawned a family of relatively weak tornadoes.  This initial round of storms left behind a stationary boundary. By mid afternoon, a whole series of rotating supercells developed along this boundary, each of then tracking essentially along the same path from southern Indiana into Oldham County and across the northern Bluegrass.  These individual storms each produced large hail and occasional funnel clouds.",185
539315,OWEN CO.,NATLEE,10/07/2014,1439,Tornado, ,EF1,0,0,45000,0,KY,EST-5, ,89546,C,187,ILN,0,0,NWS Storm Survey, ,8.43,150,1,NW,5,ESE,NEW COLUMBUS,10/07/2014,1445,38.4618,-84.691,38.4482,-84.5361,"In Owen County, a storm survey revealed that a weak tornado touched down west of Kentucky State Route 1883 with damage to some trees. More tree damage was found along Paynes Run Road, in addition to an outbuilding that was destroyed with debris lofted into an adjacent valley. Where Paynes Run Road intersects with New Columbus Road, several homes sustained minor roof damage with windows blown out, as well as significant tree damage. The tornado continued along New Columbus Road where a porch was lifted from a home (its final resting place still is unknown) and roof damage occurred to the home itself. From here the tornado damage became intermittent along the south side of New Columbus Road and Dudley Pike, with instances of tree damage, outbuildings destroyed and minor roof damage to several homes. The last instances of tornado damage in Owen County were found along portions of Leaning Oak Road where damage consisted of peeled back roofing material on barns, many trees snapped or uprooted and roof damage to homes. ||According to the survey from NWS Louisville, the storm quickly crossed into Scott County and struck North Rays Fork Road where it snapped and uprooted trees. Moving to the east-southeast, tree damage was found along South Rays Fork Road east of Stonewall. The tornado lifted just west of the Harrison County line. The only structural damage along the path was to a home near the top of a small hill close to the end of the path. The porch roof was ripped from the home and thrown over the building, with significant roof damage. Also, an above ground pool was destroyed. The damage in Scott County supports an estimated maximum wind speed of 107 mph (EF1).","A strong upper level short wave and associated jet streak moved into the region during the afternoon hours. Meanwhile, a warm front near the Ohio River focused instability along and south of the boundary where the storms developed in a favorable environment for supercells. These storms produced tornadoes, large hail and damaging straight line winds.",186
539219,SCOTT CO.,STONEWALL,10/07/2014,1445,Tornado, ,EF1,0,0,20000,0,KY,EST-5, ,89526,C,209,LMK,0,0,NWS Storm Survey, ,3.7,150,3,NW,0,WSW,HINTON,10/07/2014,1450,38.4564,-84.6035,38.447,-84.5363,"The tornado touched down in Owen County south of the|intersection of Leaning Oak Road and Dudley Pike. The storm quickly|crossed into Scott County and struck North Rays Fork Road where it|snapped and uprooted trees. The tornado had a total path length of 4.1 miles, of which 3.6 miles lay in Scott County.  Moving to the east southeast, tree|damage was found along South Rays Fork Road east of Stonewall. The|tornado lifted just west of the Harrison County line. The only|structural damage along the path was to a home near the top of a|small hill close to the end of the path. The porch roof was ripped|from the home and thrown over the building, with significant roof|damage.  Also, an above-ground pool was destroyed.","A deep closed low near Hudson's Bay on October 7th brought cyclonic flow to the Lower Ohio Valley. Disturbances rotating around this feature brought several rounds of convection from late morning through the evening hours. Low freezing levels and veering and strengthening winds with height provided the ingredients for rotating storms and very large hail.  During the late morning hours, a severe convective line segment exhibiting areas of rotation moved southeast across southern Indiana, crossed the Ohio River just north of Louisville, and moved across the northern Bluegrass Region north of Frankfort and Lexington. This fast moving line of storms brought widespread wind damage and large hail to Clark County, Indiana and along its path across the northern Bluegrass. Rotation increased within this storm complex when it was north of Lexington, when it spawned a family of relatively weak tornadoes.  This initial round of storms left behind a stationary boundary. By mid afternoon, a whole series of rotating supercells developed along this boundary, each of then tracking essentially along the same path from southern Indiana into Oldham County and across the northern Bluegrass.  These individual storms each produced large hail and occasional funnel clouds.",187
539222,SCOTT CO.,STAMPING GROUND,10/07/2014,1448,Tornado, ,EF1,0,0,0,0,KY,EST-5, ,89526,C,209,LMK,0,0,NWS Storm Survey, ,2.79,150,1,NNW,1,WSW,SKINNERSBURG,10/07/2014,1450,38.2846,-84.6896,38.2981,-84.6411,"The tornado began as an EF-0 with 80 mph winds as it snapped and|uprooted multiple trees and caused minor siding damage to a house just west of Locust Fork Road and a mile north of Stamping Ground.||It then traveled eastward, crossing Locust Fork Road, damaging two outbuildings. After the tornado moved northeast across rural terrain, it damaged the roofs of several houses on the north side of Stone Hill Road. It also tore off a south-facing front porch. Just west of Graves Road, the tornado damaged a small outbuilding and the roof of another residence. The damage in the Stone Hill and Graves Road areas was rated EF-1. Further east, between Graves and Long Lick Roads, the tornado damaged some hardwood trees. Finally, it pushed an achored mobile home off its foundation - ripping the anchors out of the ground - and damaged outbuildings along Long Lick Road before lifting.","A deep closed low near Hudson's Bay on October 7th brought cyclonic flow to the Lower Ohio Valley. Disturbances rotating around this feature brought several rounds of convection from late morning through the evening hours. Low freezing levels and veering and strengthening winds with height provided the ingredients for rotating storms and very large hail.  During the late morning hours, a severe convective line segment exhibiting areas of rotation moved southeast across southern Indiana, crossed the Ohio River just north of Louisville, and moved across the northern Bluegrass Region north of Frankfort and Lexington. This fast moving line of storms brought widespread wind damage and large hail to Clark County, Indiana and along its path across the northern Bluegrass. Rotation increased within this storm complex when it was north of Lexington, when it spawned a family of relatively weak tornadoes.  This initial round of storms left behind a stationary boundary. By mid afternoon, a whole series of rotating supercells developed along this boundary, each of then tracking essentially along the same path from southern Indiana into Oldham County and across the northern Bluegrass.  These individual storms each produced large hail and occasional funnel clouds.",188
539217,SCOTT CO.,SKINNERSBURG,10/07/2014,1449,Tornado, ,EF1,0,0,50000,0,KY,EST-5, ,89526,C,209,LMK,0,0,NWS Storm Survey, ,3.55,150,1,S,1,W,DELAPLAIN,10/07/2014,1452,38.2921,-84.6292,38.27,-84.5669,"This rural EF-1 tornado touched down around one quarter of a mile northwest of the intersection of Glass and Sulphur Wells Road where it snapped several hardwood trees. Winds with this initial damage ranged from 70-107 mph. The tornado then moved southeast where more trees were snapped and an outbuilding was destroyed. As the tornado neared the end of its path a couple of small barns were destroyed with winds estimated from from 90 and 107 mph. At the end of the path, a couple of homes sustained roof damage, in addition to continued tree damage. The tornado lifted just east of Cincinnati Road, about 4 miles NNW of|Georgetown.","A deep closed low near Hudson's Bay on October 7th brought cyclonic flow to the Lower Ohio Valley. Disturbances rotating around this feature brought several rounds of convection from late morning through the evening hours. Low freezing levels and veering and strengthening winds with height provided the ingredients for rotating storms and very large hail.  During the late morning hours, a severe convective line segment exhibiting areas of rotation moved southeast across southern Indiana, crossed the Ohio River just north of Louisville, and moved across the northern Bluegrass Region north of Frankfort and Lexington. This fast moving line of storms brought widespread wind damage and large hail to Clark County, Indiana and along its path across the northern Bluegrass. Rotation increased within this storm complex when it was north of Lexington, when it spawned a family of relatively weak tornadoes.  This initial round of storms left behind a stationary boundary. By mid afternoon, a whole series of rotating supercells developed along this boundary, each of then tracking essentially along the same path from southern Indiana into Oldham County and across the northern Bluegrass.  These individual storms each produced large hail and occasional funnel clouds.",189
